0,0.81659,0.754,0.48528,0.80081,0.78995,1,0.95751,0.76133,0.83366,0.92181
0.1,0.81131,0.75249,0.47298,0.79855,0.78733,0.9892,0.95445,0.75521,0.82996,0.91861
0.2,0.80535,0.75071,0.45428,0.7958,0.7843,0.9622,0.93908,0.74805,0.82565,0.91488
0.3,0.79188,0.74858,0.43262,0.79236,0.78073,0.92249,0.91411,0.73954,0.82056,0.90954
0.4,0.7748,0.746,0.4057,0.78794,0.77649,0.86536,0.8854,0.72926,0.81445,0.89308
0.5,0.74917,0.74279,0.37638,0.78207,0.76173,0.80554,0.85607,0.70717,0.80211,0.86649
0.6,0.71317,0.73869,0.34346,0.77385,0.72228,0.74125,0.81852,0.67655,0.76924,0.82906
0.7,0.66588,0.71481,0.30163,0.76157,0.67009,0.6666,0.76684,0.6367,0.71933,0.77824
0.8,0.60641,0.66203,0.25599,0.74121,0.60171,0.58979,0.71074,0.57972,0.65236,0.70304
0.9,0.52137,0.57977,0.20558,0.69382,0.50677,0.51047,0.65076,0.4915,0.55867,0.59152
1,0.40378,0.42723,0.15173,0.50706,0.36038,0.42735,0.57317,0.35149,0.37414,0.41197
